#timebase=2000000(ps)
,#voltbase=500000(mv/100)
-7.100E-06,0.040
-7.090E-06,0.080
-7.080E-06,0.040
-7.070E-06,0.060
-7.060E-06,0.040
-7.050E-06,0.040
-7.040E-06,0.060
-7.030E-06,0.060
-7.020E-06,0.060
-7.010E-06,0.060
-7.000E-06,0.060
-6.990E-06,0.040
-6.980E-06,0.080
-6.970E-06,0.040
-6.960E-06,0.060
-6.950E-06,0.040
-6.940E-06,0.060
-6.930E-06,0.060
-6.920E-06,0.080
-6.910E-06,0.060
-6.900E-06,0.040
-6.890E-06,0.060
-6.880E-06,0.040
-6.870E-06,0.080
-6.860E-06,0.040
-6.850E-06,0.020
-6.840E-06,0.060
-6.830E-06,0.040
-6.820E-06,0.040
-6.810E-06,0.060
-6.800E-06,0.060
-6.790E-06,0.060
-6.780E-06,0.020
-6.770E-06,0.020
-6.760E-06,0.060
-6.750E-06,0.020
-6.740E-06,0.040
-6.730E-06,0.040
-6.720E-06,0.060
-6.710E-06,0.060
-6.700E-06,0.060
-6.690E-06,0.060
-6.680E-06,0.060
-6.670E-06,0.060
-6.660E-06,0.060
-6.650E-06,0.060
-6.640E-06,0.080
-6.630E-06,0.060
-6.620E-06,0.020
-6.610E-06,0.060
-6.600E-06,0.040
-6.590E-06,0.060
-6.580E-06,0.060
-6.570E-06,0.060
-6.560E-06,0.060
-6.550E-06,0.080
-6.540E-06,0.060
-6.530E-06,0.060
-6.520E-06,0.060
-6.510E-06,0.060
-6.500E-06,0.060
-6.490E-06,0.080
-6.480E-06,0.040
-6.470E-06,0.080
-6.460E-06,0.080
-6.450E-06,0.080
-6.440E-06,0.060
-6.430E-06,0.040
-6.420E-06,0.020
-6.410E-06,0.060
-6.400E-06,0.020
-6.390E-06,0.040
-6.380E-06,0.060
-6.370E-06,0.080
-6.360E-06,0.040
-6.350E-06,0.040
-6.340E-06,0.040
-6.330E-06,0.040
-6.320E-06,0.020
-6.310E-06,0.060
-6.300E-06,0.040
-6.290E-06,0.060
-6.280E-06,0.040
-6.270E-06,0.060
-6.260E-06,0.060
-6.250E-06,0.040
-6.240E-06,0.060
-6.230E-06,0.060
-6.220E-06,0.020
-6.210E-06,0.060
-6.200E-06,0.060
-6.190E-06,0.060
-6.180E-06,0.040
-6.170E-06,0.040
-6.160E-06,0.060
-6.150E-06,0.040
-6.140E-06,0.060
-6.130E-06,0.060
-6.120E-06,0.080
-6.110E-06,0.060
-6.100E-06,0.040
-6.090E-06,0.060
-6.080E-06,0.040
-6.070E-06,0.060
-6.060E-06,0.080
-6.050E-06,0.060
-6.040E-06,0.060
-6.030E-06,0.020
-6.020E-06,0.020
-6.010E-06,0.040
-6.000E-06,0.040
-5.990E-06,0.020
-5.980E-06,0.040
-5.970E-06,0.020
-5.960E-06,0.040
-5.950E-06,0.040
-5.940E-06,0.060
-5.930E-06,0.080
-5.920E-06,0.060
-5.910E-06,0.040
-5.900E-06,0.060
-5.890E-06,0.040
-5.880E-06,0.060
-5.870E-06,0.080
-5.860E-06,0.040
-5.850E-06,0.080
-5.840E-06,0.060
-5.830E-06,0.060
-5.820E-06,0.020
-5.810E-06,0.040
-5.800E-06,0.060
-5.790E-06,0.020
-5.780E-06,0.020
-5.770E-06,0.060
-5.760E-06,0.020
-5.750E-06,0.040
-5.740E-06,0.060
-5.730E-06,0.040
-5.720E-06,0.060
-5.710E-06,0.060
-5.700E-06,0.040
-5.690E-06,0.040
-5.680E-06,0.060
-5.670E-06,0.040
-5.660E-06,0.040
-5.650E-06,0.040
-5.640E-06,0.080
-5.630E-06,0.040
-5.620E-06,0.040
-5.610E-06,0.080
-5.600E-06,0.040
-5.590E-06,0.040
-5.580E-06,0.060
-5.570E-06,0.040
-5.560E-06,0.060
-5.550E-06,0.060
-5.540E-06,0.060
-5.530E-06,0.040
-5.520E-06,0.040
-5.510E-06,0.080
-5.500E-06,0.060
-5.490E-06,0.040
-5.480E-06,0.060
-5.470E-06,0.060
-5.460E-06,0.080
-5.450E-06,0.060
-5.440E-06,0.080
-5.430E-06,0.040
-5.420E-06,0.060
-5.410E-06,0.060
-5.400E-06,0.080
-5.390E-06,0.060
-5.380E-06,0.060
-5.370E-06,0.080
-5.360E-06,0.060
-5.350E-06,0.080
-5.340E-06,0.060
-5.330E-06,0.060
-5.320E-06,0.020
-5.310E-06,0.040
-5.300E-06,0.040
-5.290E-06,0.040
-5.280E-06,0.060
-5.270E-06,0.040
-5.260E-06,0.040
-5.250E-06,0.020
-5.240E-06,0.040
-5.230E-06,0.080
-5.220E-06,0.080
-5.210E-06,0.080
-5.200E-06,0.080
-5.190E-06,0.040
-5.180E-06,0.040
-5.170E-06,0.060
-5.160E-06,0.040
-5.150E-06,0.060
-5.140E-06,0.080
-5.130E-06,0.040
-5.120E-06,0.040
-5.110E-06,0.060
-5.100E-06,0.020
-5.090E-06,0.060
-5.080E-06,0.020
-5.070E-06,0.040
-5.060E-06,0.060
-5.050E-06,0.060
-5.040E-06,0.060
-5.030E-06,0.020
-5.020E-06,0.040
-5.010E-06,0.040
-5.000E-06,0.020
-4.990E-06,0.020
-4.980E-06,0.040
-4.970E-06,0.040
-4.960E-06,0.040
-4.950E-06,0.080
-4.940E-06,0.040
-4.930E-06,0.080
-4.920E-06,0.020
-4.910E-06,0.040
-4.900E-06,0.060
-4.890E-06,0.060
-4.880E-06,0.080
-4.870E-06,0.080
-4.860E-06,0.060
-4.850E-06,0.060
-4.840E-06,0.080
-4.830E-06,0.060
-4.820E-06,0.060
-4.810E-06,0.060
-4.800E-06,0.080
-4.790E-06,0.060
-4.780E-06,0.040
-4.770E-06,0.060
-4.760E-06,0.080
-4.750E-06,0.060
-4.740E-06,0.080
-4.730E-06,0.040
-4.720E-06,0.040
-4.710E-06,0.060
-4.700E-06,0.080
-4.690E-06,0.060
-4.680E-06,0.080
-4.670E-06,0.080
-4.660E-06,0.080
-4.650E-06,0.060
-4.640E-06,0.020
-4.630E-06,0.060
-4.620E-06,0.040
-4.610E-06,0.040
-4.600E-06,0.060
-4.590E-06,0.040
-4.580E-06,0.040
-4.570E-06,0.040
-4.560E-06,0.060
-4.550E-06,0.040
-4.540E-06,0.040
-4.530E-06,0.020
-4.520E-06,0.040
-4.510E-06,0.020
-4.500E-06,0.020
-4.490E-06,0.040
-4.480E-06,0.000
-4.470E-06,0.020
-4.460E-06,0.020
-4.450E-06,0.060
-4.440E-06,0.020
-4.430E-06,0.060
-4.420E-06,0.040
-4.410E-06,0.000
-4.400E-06,0.020
-4.390E-06,0.020
-4.380E-06,0.040
-4.370E-06,0.040
-4.360E-06,0.060
-4.350E-06,0.040
-4.340E-06,0.020
-4.330E-06,0.040
-4.320E-06,0.040
-4.310E-06,0.060
-4.300E-06,0.040
-4.290E-06,0.040
-4.280E-06,0.060
-4.270E-06,0.040
-4.260E-06,0.040
-4.250E-06,0.080
-4.240E-06,0.080
-4.230E-06,0.080
-4.220E-06,0.040
-4.210E-06,0.040
-4.200E-06,0.060
-4.190E-06,0.040
-4.180E-06,0.040
-4.170E-06,0.040
-4.160E-06,0.060
-4.150E-06,0.040
-4.140E-06,0.060
-4.130E-06,0.060
-4.120E-06,0.060
-4.110E-06,0.040
-4.100E-06,0.020
-4.090E-06,0.060
-4.080E-06,0.080
-4.070E-06,0.060
-4.060E-06,0.040
-4.050E-06,0.040
-4.040E-06,0.020
-4.030E-06,0.020
-4.020E-06,0.020
-4.010E-06,0.000
-4.000E-06,0.040
-3.990E-06,0.000
-3.980E-06,0.000
-3.970E-06,0.000
-3.960E-06,0.000
-3.950E-06,0.000
-3.940E-06,-0.020
-3.930E-06,0.000
-3.920E-06,-0.020
-3.910E-06,0.020
-3.900E-06,0.040
-3.890E-06,0.020
-3.880E-06,0.040
-3.870E-06,0.040
-3.860E-06,0.000
-3.850E-06,0.000
-3.840E-06,-0.060
-3.830E-06,-0.060
-3.820E-06,-0.080
-3.810E-06,-0.120
-3.800E-06,-0.100
-3.790E-06,-0.140
-3.780E-06,-0.120
-3.770E-06,-0.160
-3.760E-06,-0.140
-3.750E-06,-0.180
-3.740E-06,-0.180
-3.730E-06,-0.160
-3.720E-06,-0.160
-3.710E-06,-0.160
-3.700E-06,-0.180
-3.690E-06,-0.180
-3.680E-06,-0.160
-3.670E-06,-0.160
-3.660E-06,-0.140
-3.650E-06,-0.140
-3.640E-06,-0.160
-3.630E-06,-0.120
-3.620E-06,-0.120
-3.610E-06,-0.080
-3.600E-06,-0.100
-3.590E-06,-0.100
-3.580E-06,-0.080
-3.570E-06,-0.040
-3.560E-06,-0.020
-3.550E-06,-0.040
-3.540E-06,-0.040
-3.530E-06,-0.020
-3.520E-06,-0.020
-3.510E-06,-0.020
-3.500E-06,0.000
-3.490E-06,-0.020
-3.480E-06,0.000
-3.470E-06,0.000
-3.460E-06,0.000
-3.450E-06,0.000
-3.440E-06,0.020
-3.430E-06,0.020
-3.420E-06,0.020
-3.410E-06,0.040
-3.400E-06,0.020
-3.390E-06,0.020
-3.380E-06,0.000
-3.370E-06,-0.020
-3.360E-06,0.000
-3.350E-06,0.020
-3.340E-06,-0.020
-3.330E-06,0.000
-3.320E-06,0.000
-3.310E-06,0.020
-3.300E-06,0.000
-3.290E-06,0.040
-3.280E-06,0.020
-3.270E-06,0.020
-3.260E-06,-0.020
-3.250E-06,0.000
-3.240E-06,0.000
-3.230E-06,-0.020
-3.220E-06,0.000
-3.210E-06,-0.040
-3.200E-06,-0.060
-3.190E-06,-0.060
-3.180E-06,-0.060
-3.170E-06,-0.080
-3.160E-06,-0.060
-3.150E-06,-0.080
-3.140E-06,-0.080
-3.130E-06,-0.080
-3.120E-06,-0.060
-3.110E-06,-0.080
-3.100E-06,-0.060
-3.090E-06,-0.100
-3.080E-06,-0.080
-3.070E-06,-0.080
-3.060E-06,-0.100
-3.050E-06,-0.100
-3.040E-06,-0.080
-3.030E-06,-0.100
-3.020E-06,-0.140
-3.010E-06,-0.140
-3.000E-06,-0.140
-2.990E-06,-0.140
-2.980E-06,-0.160
-2.970E-06,-0.140
-2.960E-06,-0.140
-2.950E-06,-0.140
-2.940E-06,-0.160
-2.930E-06,-0.160
-2.920E-06,-0.160
-2.910E-06,-0.160
-2.900E-06,-0.200
-2.890E-06,-0.180
-2.880E-06,-0.180
-2.870E-06,-0.220
-2.860E-06,-0.220
-2.850E-06,-0.200
-2.840E-06,-0.200
-2.830E-06,-0.180
-2.820E-06,-0.180
-2.810E-06,-0.180
-2.800E-06,-0.200
-2.790E-06,-0.200
-2.780E-06,-0.180
-2.770E-06,-0.200
-2.760E-06,-0.200
-2.750E-06,-0.200
-2.740E-06,-0.240
-2.730E-06,-0.240
-2.720E-06,-0.240
-2.710E-06,-0.240
-2.700E-06,-0.220
-2.690E-06,-0.200
-2.680E-06,-0.180
-2.670E-06,-0.160
-2.660E-06,-0.160
-2.650E-06,-0.180
-2.640E-06,-0.160
-2.630E-06,-0.140
-2.620E-06,-0.120
-2.610E-06,-0.100
-2.600E-06,-0.120
-2.590E-06,-0.040
-2.580E-06,-0.020
-2.570E-06,-0.020
-2.560E-06,0.020
-2.550E-06,0.000
-2.540E-06,0.000
-2.530E-06,0.020
-2.520E-06,-0.020
-2.510E-06,-0.020
-2.500E-06,-0.020
-2.490E-06,-0.040
-2.480E-06,-0.080
-2.470E-06,-0.100
-2.460E-06,-0.120
-2.450E-06,-0.140
-2.440E-06,-0.140
-2.430E-06,-0.180
-2.420E-06,-0.200
-2.410E-06,-0.200
-2.400E-06,-0.260
-2.390E-06,-0.280
-2.380E-06,-0.280
-2.370E-06,-0.300
-2.360E-06,-0.300
-2.350E-06,-0.320
-2.340E-06,-0.320
-2.330E-06,-0.320
-2.320E-06,-0.280
-2.310E-06,-0.260
-2.300E-06,-0.240
-2.290E-06,-0.260
-2.280E-06,-0.280
-2.270E-06,-0.260
-2.260E-06,-0.260
-2.250E-06,-0.320
-2.240E-06,-0.300
-2.230E-06,-0.340
-2.220E-06,-0.340
-2.210E-06,-0.340
-2.200E-06,-0.320
-2.190E-06,-0.260
-2.180E-06,-0.220
-2.170E-06,-0.200
-2.160E-06,-0.260
-2.150E-06,-0.280
-2.140E-06,-0.300
-2.130E-06,-0.340
-2.120E-06,-0.360
-2.110E-06,-0.420
-2.100E-06,-0.420
-2.090E-06,-0.460
-2.080E-06,-0.440
-2.070E-06,-0.460
-2.060E-06,-0.440
-2.050E-06,-0.520
-2.040E-06,-0.600
-2.030E-06,-0.680
-2.020E-06,-0.760
-2.010E-06,-0.820
-2.000E-06,-0.880
-1.990E-06,-0.920
-1.980E-06,-1.040
-1.970E-06,-1.080
-1.960E-06,-1.100
-1.950E-06,-1.120
-1.940E-06,-1.120
-1.930E-06,-1.120
-1.920E-06,-1.180
-1.910E-06,-1.140
-1.900E-06,-1.160
-1.890E-06,-1.100
-1.880E-06,-1.060
-1.870E-06,-1.120
-1.860E-06,-1.120
-1.850E-06,-1.160
-1.840E-06,-1.180
-1.830E-06,-1.120
-1.820E-06,-1.040
-1.810E-06,-0.980
-1.800E-06,-0.960
-1.790E-06,-0.940
-1.780E-06,-0.920
-1.770E-06,-0.840
-1.760E-06,-0.760
-1.750E-06,-0.700
-1.740E-06,-0.640
-1.730E-06,-0.600
-1.720E-06,-0.560
-1.710E-06,-0.580
-1.700E-06,-0.500
-1.690E-06,-0.480
-1.680E-06,-0.420
-1.670E-06,-0.400
-1.660E-06,-0.400
-1.650E-06,-0.340
-1.640E-06,-0.340
-1.630E-06,-0.360
-1.620E-06,-0.320
-1.610E-06,-0.300
-1.600E-06,-0.300
-1.590E-06,-0.260
-1.580E-06,-0.300
-1.570E-06,-0.340
-1.560E-06,-0.380
-1.550E-06,-0.420
-1.540E-06,-0.460
-1.530E-06,-0.460
-1.520E-06,-0.400
-1.510E-06,-0.360
-1.500E-06,-0.340
-1.490E-06,-0.320
-1.480E-06,-0.340
-1.470E-06,-0.340
-1.460E-06,-0.400
-1.450E-06,-0.420
-1.440E-06,-0.560
-1.430E-06,-0.560
-1.420E-06,-0.640
-1.410E-06,-0.600
-1.400E-06,-0.580
-1.390E-06,-0.500
-1.380E-06,-0.520
-1.370E-06,-0.500
-1.360E-06,-0.580
-1.350E-06,-0.560
-1.340E-06,-0.600
-1.330E-06,-0.660
-1.320E-06,-0.680
-1.310E-06,-0.660
-1.300E-06,-0.760
-1.290E-06,-0.860
-1.280E-06,-0.860
-1.270E-06,-1.000
-1.260E-06,-1.240
-1.250E-06,-1.460
-1.240E-06,-1.620
-1.230E-06,-1.760
-1.220E-06,-1.820
-1.210E-06,-1.840
-1.200E-06,-1.860
-1.190E-06,-1.820
-1.180E-06,-1.820
-1.170E-06,-1.680
-1.160E-06,-1.640
-1.150E-06,-1.660
-1.140E-06,-1.640
-1.130E-06,-1.760
-1.120E-06,-1.840
-1.110E-06,-1.860
-1.100E-06,-1.920
-1.090E-06,-1.900
-1.080E-06,-1.940
-1.070E-06,-1.960
-1.060E-06,-1.980
-1.050E-06,-2.000
-1.040E-06,-2.040
-1.030E-06,-2.100
-1.020E-06,-2.080
-1.010E-06,-2.240
-1.000E-06,-2.360
-9.900E-07,-2.540
-9.800E-07,-2.660
-9.700E-07,-2.580
-9.600E-07,-2.520
-9.500E-07,-2.460
-9.400E-07,-2.400
-9.300E-07,-2.480
-9.200E-07,-2.520
-9.100E-07,-2.540
-9.000E-07,-2.560
-8.900E-07,-2.540
-8.800E-07,-2.540
-8.700E-07,-2.660
-8.600E-07,-2.640
-8.500E-07,-2.660
-8.400E-07,-2.660
-8.300E-07,-2.660
-8.200E-07,-2.640
-8.100E-07,-2.620
-8.000E-07,-2.560
-7.900E-07,-2.380
-7.800E-07,-2.260
-7.700E-07,-2.100
-7.600E-07,-1.960
-7.500E-07,-1.800
-7.400E-07,-1.680
-7.300E-07,-1.620
-7.200E-07,-1.520
-7.100E-07,-1.500
-7.000E-07,-1.440
-6.900E-07,-1.340
-6.800E-07,-1.340
-6.700E-07,-1.360
-6.600E-07,-1.360
-6.500E-07,-1.360
-6.400E-07,-1.320
-6.300E-07,-1.340
-6.200E-07,-1.360
-6.100E-07,-1.340
-6.000E-07,-1.380
-5.900E-07,-1.380
-5.800E-07,-1.420
-5.700E-07,-1.420
-5.600E-07,-1.480
-5.500E-07,-1.480
-5.400E-07,-1.540
-5.300E-07,-1.540
-5.200E-07,-1.560
-5.100E-07,-1.560
-5.000E-07,-1.600
-4.900E-07,-1.600
-4.800E-07,-1.660
-4.700E-07,-1.680
-4.600E-07,-1.680
-4.500E-07,-1.720
-4.400E-07,-1.720
-4.300E-07,-1.700
-4.200E-07,-1.760
-4.100E-07,-1.720
-4.000E-07,-1.780
-3.900E-07,-1.680
-3.800E-07,-1.680
-3.700E-07,-1.540
-3.600E-07,-1.580
-3.500E-07,-1.520
-3.400E-07,-1.520
-3.300E-07,-1.420
-3.200E-07,-1.360
-3.100E-07,-1.280
-3.000E-07,-1.280
-2.900E-07,-1.280
-2.800E-07,-1.240
-2.700E-07,-1.300
-2.600E-07,-1.260
-2.500E-07,-1.360
-2.400E-07,-1.460
-2.300E-07,-1.520
-2.200E-07,-1.480
-2.100E-07,-1.580
-2.000E-07,-1.660
-1.900E-07,-1.840
-1.800E-07,-2.100
-1.700E-07,-2.180
-1.600E-07,-2.380
-1.500E-07,-2.380
-1.400E-07,-2.520
-1.300E-07,-2.660
-1.200E-07,-2.660
-1.100E-07,-2.660
-1.000E-07,-2.660
-9.000E-08,-2.660
-8.000E-08,-2.660
-7.000E-08,-2.660
-6.000E-08,-2.660
-5.000E-08,-2.660
-4.000E-08,-2.660
-3.000E-08,-2.660
-2.000E-08,-2.660
-1.000E-08,-2.660
0.000E+00,-2.660
1.000E-08,-2.660
2.000E-08,-2.660
3.000E-08,-2.660
4.000E-08,-2.660
5.000E-08,-2.640
6.000E-08,-2.660
7.000E-08,-2.660
8.000E-08,-2.660
9.000E-08,-2.660
1.000E-07,-2.660
1.100E-07,-2.660
1.200E-07,-2.660
1.300E-07,-2.660
1.400E-07,-2.660
1.500E-07,-2.660
1.600E-07,-2.660
1.700E-07,-2.660
1.800E-07,-2.660
1.900E-07,-2.660
2.000E-07,-2.660
2.100E-07,-2.660
2.200E-07,-2.680
2.300E-07,-2.660
2.400E-07,-2.660
2.500E-07,-2.660
2.600E-07,-2.660
2.700E-07,-2.660
2.800E-07,-2.660
2.900E-07,-2.660
3.000E-07,-2.640
3.100E-07,-2.660
3.200E-07,-2.660
3.300E-07,-2.660
3.400E-07,-2.660
3.500E-07,-2.460
3.600E-07,-2.160
3.700E-07,-1.960
3.800E-07,-1.740
3.900E-07,-1.660
4.000E-07,-1.540
4.100E-07,-1.520
4.200E-07,-1.460
4.300E-07,-1.460
4.400E-07,-1.440
4.500E-07,-1.420
4.600E-07,-1.420
4.700E-07,-1.460
4.800E-07,-1.420
4.900E-07,-1.380
5.000E-07,-1.240
5.100E-07,-1.100
5.200E-07,-1.000
5.300E-07,-0.900
5.400E-07,-0.720
5.500E-07,-0.600
5.600E-07,-0.500
5.700E-07,-0.340
5.800E-07,-0.240
5.900E-07,-0.160
6.000E-07,-0.120
6.100E-07,-0.180
6.200E-07,-0.240
6.300E-07,-0.320
6.400E-07,-0.400
6.500E-07,-0.440
6.600E-07,-0.500
6.700E-07,-0.580
6.800E-07,-0.600
6.900E-07,-0.640
7.000E-07,-0.640
7.100E-07,-0.600
7.200E-07,-0.580
7.300E-07,-0.500
7.400E-07,-0.420
7.500E-07,-0.360
7.600E-07,-0.220
7.700E-07,-0.180
7.800E-07,-0.160
7.900E-07,-0.120
8.000E-07,-0.180
8.100E-07,-0.220
8.200E-07,-0.320
8.300E-07,-0.360
8.400E-07,-0.400
8.500E-07,-0.380
8.600E-07,-0.460
8.700E-07,-0.460
8.800E-07,-0.540
8.900E-07,-0.600
9.000E-07,-0.700
9.100E-07,-0.780
9.200E-07,-0.800
9.300E-07,-0.880
9.400E-07,-0.920
9.500E-07,-1.000
9.600E-07,-1.120
9.700E-07,-1.200
9.800E-07,-1.340
9.900E-07,-1.440
1.000E-06,-1.540
1.010E-06,-1.660
1.020E-06,-1.720
1.030E-06,-1.880
1.040E-06,-2.000
1.050E-06,-2.180
1.060E-06,-2.300
1.070E-06,-2.440
1.080E-06,-2.580
1.090E-06,-2.660
1.100E-06,-2.660
1.110E-06,-2.660
1.120E-06,-2.640
1.130E-06,-2.640
1.140E-06,-2.640
1.150E-06,-2.660
1.160E-06,-2.660
1.170E-06,-2.660
1.180E-06,-2.660
1.190E-06,-2.660
1.200E-06,-2.660
1.210E-06,-2.660
1.220E-06,-2.660
1.230E-06,-2.660
1.240E-06,-2.640
1.250E-06,-2.660
1.260E-06,-2.660
1.270E-06,-2.660
1.280E-06,-2.660
1.290E-06,-2.660
1.300E-06,-2.660
1.310E-06,-2.660
1.320E-06,-2.660
1.330E-06,-2.660
1.340E-06,-2.660
1.350E-06,-2.660
1.360E-06,-2.660
1.370E-06,-2.660
1.380E-06,-2.660
1.390E-06,-2.640
1.400E-06,-2.460
1.410E-06,-2.260
1.420E-06,-2.080
1.430E-06,-1.960
1.440E-06,-1.800
1.450E-06,-1.640
1.460E-06,-1.480
1.470E-06,-1.340
1.480E-06,-1.180
1.490E-06,-1.100
1.500E-06,-0.940
1.510E-06,-0.840
1.520E-06,-0.720
1.530E-06,-0.600
1.540E-06,-0.520
1.550E-06,-0.380
1.560E-06,-0.300
1.570E-06,-0.200
1.580E-06,-0.160
1.590E-06,-0.020
1.600E-06,0.000
1.610E-06,0.060
1.620E-06,0.140
1.630E-06,0.200
1.640E-06,0.220
1.650E-06,0.260
1.660E-06,0.320
1.670E-06,0.340
1.680E-06,0.380
1.690E-06,0.380
1.700E-06,0.380
1.710E-06,0.400
1.720E-06,0.380
1.730E-06,0.320
1.740E-06,0.320
1.750E-06,0.280
1.760E-06,0.260
1.770E-06,0.220
1.780E-06,0.180
1.790E-06,0.160
1.800E-06,0.140
1.810E-06,0.120
1.820E-06,0.140
1.830E-06,0.120
1.840E-06,0.140
1.850E-06,0.180
1.860E-06,0.160
1.870E-06,0.200
1.880E-06,0.260
1.890E-06,0.280
1.900E-06,0.340
1.910E-06,0.340
1.920E-06,0.320
1.930E-06,0.320
1.940E-06,0.340
1.950E-06,0.340
1.960E-06,0.340
1.970E-06,0.360
1.980E-06,0.320
1.990E-06,0.320
2.000E-06,0.320
2.010E-06,0.340
2.020E-06,0.300
2.030E-06,0.280
2.040E-06,0.280
2.050E-06,0.240
2.060E-06,0.220
2.070E-06,0.180
2.080E-06,0.160
2.090E-06,0.160
2.100E-06,0.180
2.110E-06,0.160
2.120E-06,0.160
2.130E-06,0.160
2.140E-06,0.160
2.150E-06,0.180
2.160E-06,0.220
2.170E-06,0.220
2.180E-06,0.260
2.190E-06,0.280
2.200E-06,0.300
2.210E-06,0.320
2.220E-06,0.360
2.230E-06,0.360
2.240E-06,0.380
2.250E-06,0.440
2.260E-06,0.440
2.270E-06,0.460
2.280E-06,0.440
2.290E-06,0.440
2.300E-06,0.460
2.310E-06,0.440
2.320E-06,0.420
2.330E-06,0.400
2.340E-06,0.380
2.350E-06,0.380
2.360E-06,0.360
2.370E-06,0.360
2.380E-06,0.360
2.390E-06,0.380
2.400E-06,0.400
2.410E-06,0.420
2.420E-06,0.440
2.430E-06,0.440
2.440E-06,0.460
2.450E-06,0.500
2.460E-06,0.520
2.470E-06,0.520
2.480E-06,0.540
2.490E-06,0.560
2.500E-06,0.560
2.510E-06,0.600
2.520E-06,0.600
2.530E-06,0.600
2.540E-06,0.580
2.550E-06,0.620
2.560E-06,0.600
2.570E-06,0.580
2.580E-06,0.600
2.590E-06,0.580
2.600E-06,0.600
2.610E-06,0.620
2.620E-06,0.600
2.630E-06,0.640
2.640E-06,0.640
2.650E-06,0.640
2.660E-06,0.600
2.670E-06,0.600
2.680E-06,0.540
2.690E-06,0.520
2.700E-06,0.480
2.710E-06,0.400
2.720E-06,0.400
2.730E-06,0.400
2.740E-06,0.380
2.750E-06,0.360
2.760E-06,0.400
2.770E-06,0.460
2.780E-06,0.520
2.790E-06,0.640
2.800E-06,0.780
2.810E-06,0.900
2.820E-06,1.020
2.830E-06,1.120
2.840E-06,1.200
2.850E-06,1.280
2.860E-06,1.320
2.870E-06,1.300
2.880E-06,1.280
2.890E-06,1.200
2.900E-06,1.160
2.910E-06,1.020
2.920E-06,0.960
2.930E-06,0.880
2.940E-06,0.800
2.950E-06,0.740
2.960E-06,0.700
2.970E-06,0.640
2.980E-06,0.680
2.990E-06,0.660
3.000E-06,0.700
3.010E-06,0.780
3.020E-06,0.860
